endTime,artistName,trackName,msPlayed
2021-07-12 12:44,Lucybell,Mataz,345466
2021-07-12 12:49,Charly García,Hablando a Tu Corazón,255266
2021-07-12 12:53,Fobia,Vivo,283093
2021-07-12 12:56,Gustavo Cerati,Te Llevo para Que Me Lleves,160746
2021-07-12 13:01,Juan Pablo Vega,Nada Personal,281960
2021-07-12 13:05,Indios,Ya Pasó,224946
2021-07-12 13:09,Inspector,Me Estoy Enamorando,243253
2021-07-12 13:12,Juan Pablo Vega,Dejarnos Ir,222598
2021-07-12 13:17,La Franela,Hacer un puente,282958
2021-07-12 13:22,León Larregui,Brillas,226186
2021-07-12 13:25,Café Tacvba,Quiero Ver,205573
2021-07-12 13:30,Danza Invisible,Sin aliento,297960
2021-07-12 13:35,Devendra Banhart,Santa Maria De Feira,275493
2021-07-12 13:39,El Gordo,Dormir Contigo,246038
2021-07-12 13:43,Esteman,Aquí Estoy Yo (feat. Andrea Echeverri),226258
2021-07-12 13:48,Esteman,True Love (feat. Monsieur Periné & Juan Pablo Vega),315859
2021-07-12 13:53,Fobia,Vivo,283093
2021-07-12 13:56,Gepe,Hablar de Ti,205569
2021-07-12 14:37,Gondwana,Antonia,59074
2021-07-12 15:44,Lucio Battisti,Con il nastro rosa,86330
2021-07-12 15:44,Gio Bravo,La Cinta Rosa,10040
2021-07-12 15:48,Bajo Kontrol,La Cinta Rosa,253930
2021-07-12 15:53,Bajo Kontrol,La Cinta Rosa,246700
2021-07-12 15:57,Bajo Kontrol,La Cinta Rosa,246700
2021-07-12 16:01,Bajo Kontrol,La Cinta Rosa,246700
2021-07-12 16:05,Bajo Kontrol,La Cinta Rosa,246700
2021-07-12 16:09,Bajo Kontrol,La Cinta Rosa,246700
2021-07-12 16:18,Bajo Kontrol,La Cinta Rosa,3927
2021-07-12 16:23,Bajo Kontrol,La Cinta Rosa,246700
2021-07-12 16:27,Gio Bravo,La Cinta Rosa,240606
2021-07-12 16:31,Los Bunkers,Nada Nuevo Bajo El Sol,286106
2021-07-12 16:35,Zoé,Soñé - En Vivo,226626
2021-07-12 16:39,Esteman,Aquí Estoy Yo (feat. Andrea Echeverri),226258
2021-07-12 16:43,Ximena Sariñana,Mediocre,256733
2021-07-12 16:47,Melendi,Un violinista en tu tejado,222720
2021-07-12 16:50,Muerdo,Me lo prometo,182453
2021-07-12 16:55,Hombres G,Luz de Día (En Vivo),325986
2021-07-12 16:59,Zoé,Corazón Atómico,234386
2021-07-12 17:03,Inspector,Me Estoy Enamorando,243253
2021-07-12 17:08,Mi Amigo Invencible,Máquina del Tiempo,263976
2021-07-12 17:12,Gondwana,Antonia,246493
2021-07-12 17:20,Bajo Kontrol,La Cinta Rosa,508298
2021-07-12 17:25,Ivan Ferreiro,SPNB,142999
2021-07-12 17:26,Juan Pablo Vega,Nada Personal,14190
2021-07-12 17:30,Juan Pablo Vega,Nada Personal,268306
2021-07-12 17:41,Lucybell,Mataz,642584
2021-07-12 17:46,La Franela,Hacer un puente,282958
2021-07-12 17:49,Juan Pablo Vega,Dejarnos Ir,222598
2021-07-12 17:54,Los Bunkers,Nada Nuevo Bajo El Sol,286106
2021-07-12 17:58,Bajo Kontrol,La Cinta Rosa,246700
2021-07-12 18:01,Ivan Ferreiro,SPNB,196240
2021-07-12 18:06,Gondwana,Antonia,246493
2021-07-12 18:10,Los Makenzy,Aura,252346
2021-07-12 18:14,Bajo Kontrol,La Cinta Rosa,246700
2021-07-12 18:18,Inspector,Me Estoy Enamorando,243253
2021-07-12 18:22,Esteman,Aquí Estoy Yo (feat. Andrea Echeverri),226258
2021-07-12 18:25,Melendi,Un violinista en tu tejado,222720
2021-07-12 18:29,Liquits,Desde Que,218013
2021-07-12 18:33,Indios,Ya Pasó,224946
2021-07-12 18:36,Muerdo,Me lo prometo,182453
2021-07-12 18:41,Juan Pablo Vega,Nada Personal,281960
2021-07-12 18:44,Vicente Garcia,Carmesí,181466
2021-07-12 18:49,Los Enanitos Verdes,Luz De Dia - En Vivo,293226
2021-07-12 19:30,León Larregui,Brillas,54799
2021-07-12 19:45,León Larregui,Brillas,173179
2021-07-12 19:50,Fobia,Vivo,283093
2021-07-12 19:54,Los Tres,Un Amor Violento,272520
2021-07-12 19:59,Danza Invisible,Sin aliento,297960
2021-07-12 20:05,Joe Vasconcellos,"Huellas - Live From Santiago,Chile/1999",375002
2021-07-12 20:09,Zoé,Corazón Atómico,234386
2021-07-12 20:13,Nacha Pop,Lucha De Gigantes,248373
2021-07-12 20:17,Volován,La Luna,204634
2021-07-12 20:21,Bajo Kontrol,La Cinta Rosa,246700
2021-07-12 20:24,Miguel Mateos - Zas,Atado a un Sentimiento,197000
2021-07-12 20:28,León Larregui,Brillas,226186
2021-07-12 20:32,Indios,Ya Pasó,224946
2021-07-12 20:36,Gustavo Cerati,Te Llevo para Que Me Lleves,224093
2021-07-12 20:56,Juan Pablo Vega,Dejarnos Ir,206356
2021-07-12 20:58,Lofi Fruits Music,Deep End,128000
2021-07-12 21:43,Lofi Fruits Music,Study With Me,32461
2021-07-13 01:42,Juan Formell y Los Van Van,Aquí El Que Baila Gana,33332
2021-07-13 01:49,Juan Formell y Los Van Van,Aquí El Que Baila Gana,348813
2021-07-13 01:55,Juan Formell y Los Van Van,Aquí El Que Baila Gana,348813
2021-07-13 02:00,Juan Formell y Los Van Van,Aquí El Que Baila Gana,348813
2021-07-13 02:06,Juan Formell y Los Van Van,Aquí El Que Baila Gana,348813
2021-07-13 02:08,Juan Formell y Los Van Van,Aquí El Que Baila Gana,135051
2021-07-13 02:13,Bajo Kontrol,La Cinta Rosa,246700
2021-07-13 03:13,Vicentico,Algo Contigo,142839
2021-07-13 15:38,Ella Baila Sola,Lo echamos a suertes,237906
2021-07-13 15:42,Bajo Kontrol,La Cinta Rosa,246700
2021-07-13 15:45,Rauw Alejandro,Todo De Ti,202770
2021-07-13 15:51,Lucybell,Mataz,345466
2021-07-13 15:57,Juan Formell y Los Van Van,Aquí El Que Baila Gana,348813
2021-07-13 16:02,Juan Pablo Vega,Nada Personal,281960
2021-07-13 16:06,Los Tres,Un Amor Violento,272520
2021-07-13 16:11,Los Bunkers,Nada Nuevo Bajo El Sol,286106
2021-07-13 16:14,Naldo,5 Minutos,197786
2021-07-13 16:19,Poncho,Please Me,268466
2021-07-13 16:24,Vantage,Count What You Have Now,300000
2021-07-13 16:29,Esteman,True Love (feat. Monsieur Periné & Juan Pablo Vega),315859
2021-07-13 16:33,Baby Bash,Suga Suga,239026
2021-07-13 16:37,Inspector,Me Estoy Enamorando,243253
2021-07-13 16:42,Sonora Ponceña,De Que Callada Manera,289410
2021-07-13 16:43,Herencia de Timbiqui,Te Invito,55559
2021-07-13 20:39,Limahl,Never Ending Story,81420
2021-07-13 20:42,Ella Baila Sola,Lo echamos a suertes,237906
2021-07-13 20:44,Blur,Girls & Boys,105363
2021-07-13 20:48,Ella Baila Sola,Lo echamos a suertes,237906
2021-07-13 20:52,Bajo Kontrol,La Cinta Rosa,246700
2021-07-13 20:56,Rauw Alejandro,Todo De Ti,202770
2021-07-13 21:01,Lucybell,Mataz,345466
2021-07-13 21:07,Juan Formell y Los Van Van,Aquí El Que Baila Gana,348813
2021-07-13 21:12,Juan Pablo Vega,Nada Personal,281960
2021-07-13 21:17,Los Tres,Un Amor Violento,272520
2021-07-13 21:21,Los Bunkers,Nada Nuevo Bajo El Sol,286106
2021-07-13 21:25,Naldo,5 Minutos,197786
2021-07-13 21:29,Poncho,Please Me,268466
2021-07-13 21:34,Vantage,Count What You Have Now,300000
2021-07-13 21:39,Esteman,True Love (feat. Monsieur Periné & Juan Pablo Vega),315859
2021-07-13 21:43,Baby Bash,Suga Suga,239026
2021-07-13 21:47,Inspector,Me Estoy Enamorando,243253
2021-07-13 21:52,Sonora Ponceña,De Que Callada Manera,289410
2021-07-13 21:57,Herencia de Timbiqui,Te Invito,293529
2021-07-13 23:07,Fobia,Vivo,86264
2021-07-14 02:55,Pandrezz,Purr,27430
2021-07-14 02:59,Ella Baila Sola,Lo echamos a suertes,237906
2021-07-14 03:03,Bajo Kontrol,La Cinta Rosa,246700
2021-07-14 03:06,Rauw Alejandro,Todo De Ti,202770
2021-07-14 03:12,Lucybell,Mataz,345466
2021-07-14 03:18,Juan Formell y Los Van Van,Aquí El Que Baila Gana,348813
2021-07-14 03:22,Juan Pablo Vega,Nada Personal,281960
2021-07-14 03:27,Los Tres,Un Amor Violento,272520
2021-07-14 03:32,Los Bunkers,Nada Nuevo Bajo El Sol,286106
2021-07-14 03:35,Naldo,5 Minutos,197786
2021-07-14 03:44,Poncho,Please Me,391495
2021-07-14 03:49,Vantage,Count What You Have Now,300000
2021-07-14 03:55,Esteman,True Love (feat. Monsieur Periné & Juan Pablo Vega),315859
2021-07-14 03:59,Baby Bash,Suga Suga,239026
2021-07-14 04:03,Inspector,Me Estoy Enamorando,243253
2021-07-14 04:07,Sonora Ponceña,De Que Callada Manera,249687
2021-07-14 04:11,Ella Baila Sola,Lo echamos a suertes,237906
2021-07-14 04:15,Bajo Kontrol,La Cinta Rosa,246700
2021-07-14 04:18,Rauw Alejandro,Todo De Ti,202770
2021-07-14 04:24,Lucybell,Mataz,345466
2021-07-14 04:30,Juan Formell y Los Van Van,Aquí El Que Baila Gana,348813
2021-07-14 04:35,Juan Pablo Vega,Nada Personal,281960
2021-07-14 04:39,Los Tres,Un Amor Violento,272520
2021-07-14 04:44,Los Bunkers,Nada Nuevo Bajo El Sol,286106
2021-07-14 04:47,Naldo,5 Minutos,197786
2021-07-14 04:52,Poncho,Please Me,268466
2021-07-14 04:57,Vantage,Count What You Have Now,300000
2021-07-14 05:02,Esteman,True Love (feat. Monsieur Periné & Juan Pablo Vega),315859
2021-07-14 05:04,Baby Bash,Suga Suga,147563
2021-07-14 13:14,Portugal. The Man,Rich Friends,221626
2021-07-14 13:18,Vickeblanka,Black Rover,208253
2021-07-14 13:21,Smash Mouth,Walkin' On The Sun,207786
2021-07-14 13:25,Zoé,Venus,254706
2021-07-14 13:29,Dua Lipa,Be the One,202914
2021-07-14 13:33,Selena Gomez,Same Old Love,229080
2021-07-14 13:36,Manuel Medrano,Bajo El Agua,225838
2021-07-14 15:03,Ricardo Arjona,Minutos,14973
2021-07-14 21:36,Ella Baila Sola,Lo echamos a suertes,1986
2021-07-14 21:36,Bajo Kontrol,La Cinta Rosa,1838
2021-07-14 21:40,Ella Baila Sola,Lo echamos a suertes,237906
2021-07-14 21:44,Bajo Kontrol,La Cinta Rosa,246700
2021-07-14 21:47,Rauw Alejandro,Todo De Ti,202770
2021-07-14 21:53,Lucybell,Mataz,345466
2021-07-14 21:59,Juan Formell y Los Van Van,Aquí El Que Baila Gana,348813
2021-07-14 22:04,Juan Pablo Vega,Nada Personal,281960
2021-07-14 22:07,Los Tres,Un Amor Violento,173147
2021-07-14 22:11,Los Bunkers,Nada Nuevo Bajo El Sol,286106
2021-07-14 22:15,Naldo,5 Minutos,197786
2021-07-14 22:19,Poncho,Please Me,268466
2021-07-14 22:24,La Franela,Hacer un puente,282958
2021-07-14 22:29,Esteman,True Love (feat. Monsieur Periné & Juan Pablo Vega),315859
2021-07-14 22:37,Bajo Kontrol,La Cinta Rosa,460903
2021-07-14 22:41,Inspector,Me Estoy Enamorando,243253
2021-07-14 22:46,Vantage,Count What You Have Now,300000
2021-07-14 22:50,Baby Bash,Suga Suga,239026
2021-07-14 22:55,Sonora Ponceña,De Que Callada Manera,289410
2021-07-14 23:00,Herencia de Timbiqui,Te Invito,293529
2021-07-14 23:05,Fobia,Vivo,283093
2021-07-14 23:08,Harry Styles,Watermelon Sugar,174000
2021-07-14 23:14,Night Tempo,Stay with Me - Night Tempo Showa Groove Mix,341746
2021-07-14 23:18,Milky Chance,Stolen Dance,266677
2021-07-14 23:21,sofia shizuko,chichiriviche,149000
2021-07-14 23:22,Santa Fe Klan,Te Ire A Buscar,45962
2021-07-15 12:40,ASC,Volatile,414427
2021-07-15 12:44,Inspector,Amargo Adiós,25892
2021-07-15 12:44,SAULT,London Gangs,206560
2021-07-15 12:49,Aterciopelados,Maligno (feat. León Larregui),291666
2021-07-15 12:53,Totó La Momposina,El Pescador,247306
2021-07-15 12:58,Totó La Momposina,Prende la Vela,288586
2021-07-15 13:02,Isaac Delusion,She Pretends,245179
2021-07-15 13:04,SEB,seaside_demo,132000
2021-07-15 13:07,BTS,Butter,164441
2021-07-15 13:11,Anime Project,Sobakasu,252253
2021-07-15 13:16,ORANGE RANGE,*〜アスタリスク〜,255906
2021-07-15 13:22,イイダサトミ,FLY ME TO THE MOON (新世紀エヴァンゲリオン),273968
2021-07-15 13:25,Noisettes,Never Forget You,192213
2021-07-15 13:28,The Weeknd,Blinding Lights,200040
2021-07-15 13:30,Cage The Elephant,Come A Little Closer,105382
2021-07-15 14:23,Trio Matamoros,Son De La Loma,19120
2021-07-15 14:24,La Femme,Witchcraft - Bonus Track,17930
2021-07-15 14:24,SAULT,London Gangs,5520
2021-07-15 14:24,Zoé,Altamar - Helado Negro Remix,7110
2021-07-15 14:25,SAULT,Haha,51626
2021-07-15 14:28,SAULT,London Gangs,206560
2021-07-15 14:31,SAULT,Trap Life,183000
2021-07-15 14:32,SAULT,Fear,18033
2021-07-15 14:32,SAULT,Mike's Story,13480
2021-07-15 14:36,SAULT,Bitter Streets,242133
2021-07-15 14:39,SAULT,London Gangs,206560
2021-07-15 14:43,SAULT,Alcohol,243893
2021-07-15 14:47,SAULT,You from London,231800
2021-07-15 14:52,SAULT,9,314426
2021-07-15 14:58,SAULT,Haha,51626
2021-07-15 14:58,SAULT,Light's in Your Hands,305226
2021-07-15 15:02,SAULT,London Gangs,206560
2021-07-15 15:05,SAULT,Trap Life,183000
2021-07-15 15:08,SAULT,Fear,210893
2021-07-15 15:09,SAULT,Mike's Story,57266
2021-07-15 15:13,SAULT,Bitter Streets,242133
2021-07-15 15:18,SAULT,Alcohol,243893
2021-07-15 15:18,SAULT,You from London,56216
2021-07-15 15:22,SAULT,London Gangs,206560
2021-07-15 15:26,Cleo Sol,Rose in the Dark,226810
2021-07-15 15:29,NEIL FRANCES,Music Sounds Better with You,198305
2021-07-15 15:33,Shuggie Otis,Inspiration Information,252293
2021-07-15 15:38,Moodymann,Don’t You Want My Love,264360
2021-07-15 15:58,SAULT,Free,217081
2021-07-16 02:22,Sleep Fruits Music,Thunder & Rain Recording (Loopable),1600
2021-07-16 02:50,Ella Baila Sola,Lo echamos a suertes,237906
2021-07-16 02:54,Bajo Kontrol,La Cinta Rosa,246700
2021-07-16 02:58,Rauw Alejandro,Todo De Ti,202770
2021-07-16 03:03,Lucybell,Mataz,345466
2021-07-16 03:09,Juan Formell y Los Van Van,Aquí El Que Baila Gana,348813
2021-07-16 03:14,Juan Pablo Vega,Nada Personal,281960
2021-07-16 03:19,Los Tres,Un Amor Violento,272520
2021-07-16 03:23,Los Bunkers,Nada Nuevo Bajo El Sol,286106
2021-07-16 03:27,Naldo,5 Minutos,197786
2021-07-16 03:31,Poncho,Please Me,268466
2021-07-16 03:36,Vantage,Count What You Have Now,300000
2021-07-16 03:41,Esteman,True Love (feat. Monsieur Periné & Juan Pablo Vega),315859
2021-07-16 03:45,Baby Bash,Suga Suga,239026
2021-07-16 03:49,Inspector,Me Estoy Enamorando,243253
2021-07-16 03:54,Sonora Ponceña,De Que Callada Manera,289410
2021-07-16 03:59,Fobia,Vivo,3907
2021-07-16 03:59,Herencia de Timbiqui,Te Invito,293529
2021-07-16 05:33,Olivia Rodrigo,good 4 u,178146
2021-07-16 05:36,Olivia Rodrigo,good 4 u,178146
2021-07-16 05:39,Olivia Rodrigo,good 4 u,178146
2021-07-16 05:42,Olivia Rodrigo,good 4 u,178146
2021-07-16 05:45,Olivia Rodrigo,good 4 u,178146
2021-07-16 05:48,Olivia Rodrigo,good 4 u,178146
2021-07-16 05:49,Olivia Rodrigo,good 4 u,71580
2021-07-16 14:21,Olivia Rodrigo,good 4 u,178146
2021-07-16 14:24,Olivia Rodrigo,good 4 u,178146
2021-07-16 14:27,Olivia Rodrigo,good 4 u,178146
2021-07-16 14:30,Olivia Rodrigo,good 4 u,178146
2021-07-16 14:32,Olivia Rodrigo,brutal,41492
2021-07-16 14:32,Olivia Rodrigo,traitor,3244
2021-07-16 14:32,Olivia Rodrigo,good 4 u,97319
2021-07-16 14:35,Olivia Rodrigo,good 4 u,178146
2021-07-16 14:40,Rubén Blades,Decisiones,303400
2021-07-16 14:43,Olivia Rodrigo,good 4 u,178146
2021-07-16 14:47,Olivia Rodrigo,enough for you,202826
2021-07-16 14:50,Olivia Rodrigo,happier,175933
2021-07-16 14:53,Olivia Rodrigo,favorite crime,45590
2021-07-16 14:53,Olivia Rodrigo,"jealousy, jealousy",173160
2021-07-16 14:56,Olivia Rodrigo,good 4 u,178146
2021-07-16 14:59,SAULT,Trap Life,183000
2021-07-16 15:04,Bajo Kontrol,La Cinta Rosa,246700
2021-07-16 15:07,Ella Baila Sola,Lo echamos a suertes,237906
2021-07-16 15:11,Night Tempo,Remember Summer Days (Night Tempo Showa Groove Mix),226909
2021-07-16 15:16,Herencia de Timbiqui,Te Invito,293529
2021-07-16 15:20,Sam Smith,I Feel Love,254453
2021-07-16 15:25,Vantage,50//50,246167
2021-07-16 15:28,Rauw Alejandro,Todo De Ti,202770
2021-07-16 15:32,Eve,Kaikai Kitan,221426
2021-07-16 15:39,ASC,Volatile,414427
2021-07-16 15:42,SAULT,London Gangs,206560
2021-07-16 15:46,Inspector,Amargo Adiós,228426
2021-07-16 15:51,Aterciopelados,Maligno (feat. León Larregui),291666
2021-07-16 16:11,Totó La Momposina,El Pescador,200333
2021-07-16 16:13,Olivia Rodrigo,good 4 u,178146
2021-07-16 16:16,SAULT,Trap Life,183000
2021-07-16 16:20,Bajo Kontrol,La Cinta Rosa,246700
2021-07-16 16:24,Ella Baila Sola,Lo echamos a suertes,237906
2021-07-16 16:28,Night Tempo,Remember Summer Days (Night Tempo Showa Groove Mix),226909
2021-07-16 16:33,Herencia de Timbiqui,Te Invito,293529
2021-07-16 17:11,Sam Smith,I Feel Love,243167
2021-07-16 17:14,Olivia Rodrigo,good 4 u,178146
2021-07-16 17:15,SAULT,Trap Life,72193
2021-07-16 17:18,Olivia Rodrigo,good 4 u,178146
2021-07-16 17:21,SAULT,Trap Life,183000
2021-07-16 17:26,Bajo Kontrol,La Cinta Rosa,246700
2021-07-16 17:29,Ella Baila Sola,Lo echamos a suertes,237906
2021-07-16 17:33,Night Tempo,Remember Summer Days (Night Tempo Showa Groove Mix),57836
2021-07-16 17:33,Olivia Rodrigo,good 4 u,1220
2021-07-16 17:36,Olivia Rodrigo,good 4 u,177167
2021-07-16 17:39,SAULT,Trap Life,183000
2021-07-16 17:43,Bajo Kontrol,La Cinta Rosa,246700
2021-07-16 17:47,Ella Baila Sola,Lo echamos a suertes,237907
2021-07-16 17:51,Night Tempo,Remember Summer Days (Night Tempo Showa Groove Mix),226909
2021-07-16 17:56,Herencia de Timbiqui,Te Invito,293530
2021-07-16 18:00,Sam Smith,I Feel Love,254453
2021-07-16 18:04,Vantage,50//50,246167
2021-07-16 18:08,Rauw Alejandro,Todo De Ti,202771
2021-07-16 18:11,Eve,Kaikai Kitan,221426
2021-07-16 18:13,ASC,Volatile,105419
2021-07-16 18:17,SAULT,London Gangs,206560
2021-07-16 18:21,Inspector,Amargo Adiós,228427
2021-07-16 18:25,Aterciopelados,Maligno (feat. León Larregui),291667
2021-07-16 18:29,Totó La Momposina,El Pescador,247307
2021-07-16 18:40,Totó La Momposina,Prende la Vela,55530
2021-07-16 19:30,Olivia Rodrigo,good 4 u,178146
2021-07-16 19:33,SAULT,Trap Life,183000
2021-07-16 19:37,Bajo Kontrol,La Cinta Rosa,246700
2021-07-16 19:41,Ella Baila Sola,Lo echamos a suertes,209023
2021-07-16 19:45,Bajo Kontrol,La Cinta Rosa,246700
2021-07-16 19:49,Ella Baila Sola,Lo echamos a suertes,237906
2021-07-16 19:53,Night Tempo,Remember Summer Days (Night Tempo Showa Groove Mix),226909
2021-07-16 19:58,Herencia de Timbiqui,Te Invito,293529
2021-07-16 20:02,Sam Smith,I Feel Love,254453
2021-07-16 20:06,Vantage,50//50,246167
2021-07-16 20:26,Olivia Rodrigo,good 4 u,178146
2021-07-16 20:29,SAULT,Trap Life,183000
2021-07-16 20:32,Olivia Rodrigo,good 4 u,178146
2021-07-16 20:35,Olivia Rodrigo,good 4 u,178146
2021-07-16 20:38,Olivia Rodrigo,good 4 u,178146
2021-07-16 20:42,Sam Smith,I Feel Love,254453
2021-07-16 20:46,Rauw Alejandro,Todo De Ti,202770
2021-07-16 20:49,SAULT,London Gangs,206560
2021-07-16 20:53,Bajo Kontrol,La Cinta Rosa,246700
2021-07-16 20:57,Ella Baila Sola,Lo echamos a suertes,237906
2021-07-16 21:00,Night Tempo,Remember Summer Days (Night Tempo Showa Groove Mix),168113
2021-07-16 21:47,Olivia Rodrigo,good 4 u,178146
2021-07-16 21:50,SAULT,Trap Life,183000
2021-07-16 21:54,Bajo Kontrol,La Cinta Rosa,246700
2021-07-16 22:44,Ella Baila Sola,Lo echamos a suertes,110492
2021-07-17 14:35,Celia Cruz,Te Busco,249120
2021-07-17 14:36,Celia Cruz,Plazos Traicioneros,40171
2021-07-17 14:40,Celia Cruz,Te Busco,249120
2021-07-17 14:43,Olivia Rodrigo,good 4 u,178146
2021-07-17 14:46,SAULT,Trap Life,183000
2021-07-17 14:50,Bajo Kontrol,La Cinta Rosa,246700
2021-07-17 14:55,Ella Baila Sola,Lo echamos a suertes,230352
2021-07-17 14:58,Olivia Rodrigo,good 4 u,178146
2021-07-17 15:01,SAULT,Trap Life,183000
2021-07-17 15:02,Bajo Kontrol,La Cinta Rosa,21103
2021-07-17 15:14,Olivia Rodrigo,good 4 u,109043
2021-07-17 15:44,Calvin Harris,One Kiss (with Dua Lipa),214846
2021-07-17 15:48,Sean Paul,No Lie,221176
2021-07-17 15:51,Duke Dumont,Real Life,205773
2021-07-17 15:55,Calvin Harris,Summer,222533
2021-07-17 15:59,CamelPhat,Cola,223869
2021-07-17 16:02,DNCE,Cake By The Ocean,219146
2021-07-17 16:06,Dua Lipa,IDGAF,217946
2021-07-17 16:09,Bob Sinclar,World Hold On (Radio Edit) [Vintage Culture & Dubdogz Remix],172073
2021-07-17 16:12,Calvin Harris,This Is What You Came For (feat. Rihanna),222160
2021-07-17 16:16,DJ Snake,Let Me Love You,205946
2021-07-17 16:19,Kungs,This Girl (Kungs Vs. Cookin' On 3 Burners),195546
2021-07-17 16:23,Jax Jones,You Don't Know Me (feat. RAYE),212573
2021-07-17 16:27,French Montana,Unforgettable,233901
2021-07-17 16:30,Calvin Harris,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",223413
2021-07-17 16:33,Martin Solveig,All Stars,170322
2021-07-17 16:36,Galantis,Satisfied (feat. MAX),155939
2021-07-17 16:39,Kungs,I Feel So Bad,182504
2021-07-17 17:02,Olivia Rodrigo,good 4 u,10645
2021-07-17 17:05,Olivia Rodrigo,good 4 u,178146
2021-07-17 17:07,Harry Styles,Watermelon Sugar,174000
2021-07-17 17:11,Cage The Elephant,Come A Little Closer,229346
2021-07-17 17:15,Indios,Ya Pasó,224946
2021-07-17 17:21,Juan Formell y Los Van Van,Aquí El Que Baila Gana,348813
2021-07-17 17:26,Esteman,True Love (feat. Monsieur Periné & Juan Pablo Vega),315859
2021-07-17 17:31,Poncho,Please Me,268466
2021-07-17 17:41,Juan Pablo Vega,Nada Personal,27184
2021-07-17 17:55,Rauw Alejandro,Todo De Ti,197733
2021-07-18 00:50,Juan Pablo Vega,Nada Personal,255039
2021-07-18 00:54,Foster The People,Pumped Up Kicks,239600
2021-07-18 01:00,Lucybell,Mataz,345466
2021-07-18 01:03,Rauw Alejandro,Todo De Ti,199604
2021-07-18 01:09,Juan Formell y Los Van Van,Aquí El Que Baila Gana,348813
2021-07-18 01:12,Naldo,5 Minutos,197787
2021-07-18 01:16,Cage The Elephant,Come A Little Closer,229347
2021-07-18 01:21,Vantage,Count What You Have Now,300000
2021-07-18 01:25,Black Pumas,Colors,246587
2021-07-18 01:30,Fobia,Vivo,283093
2021-07-18 01:33,SAULT,London Gangs,206560
2021-07-18 01:37,León Larregui,Brillas,226187
2021-07-18 01:41,Bajo Kontrol,La Cinta Rosa,246700
2021-07-18 01:45,Baby Bash,Suga Suga,239027
2021-07-18 01:50,Sonora Ponceña,De Que Callada Manera,289411
2021-07-18 01:54,The Temper Trap,Sweet Disposition,231547
2021-07-18 01:59,Esteman,True Love (feat. Monsieur Periné & Juan Pablo Vega),315859
2021-07-18 02:03,Ella Baila Sola,Lo echamos a suertes,237907
2021-07-18 02:08,Los Tres,Un Amor Violento,272520
2021-07-18 02:12,La Franela,Hacer un puente,282958
2021-07-18 02:15,Harry Styles,Watermelon Sugar,174000
2021-07-18 02:20,Los Bunkers,Nada Nuevo Bajo El Sol,286107
2021-07-18 02:24,Vantage,Dancing All Night,235000
2021-07-18 02:28,Poncho,Please Me,268466
2021-07-18 02:32,Milky Chance,Stolen Dance,189102
2021-07-18 02:34,Milky Chance,Stolen Dance,130525
2021-07-18 02:38,Cage The Elephant,Come A Little Closer,229347
2021-07-18 02:41,Indios,Ya Pasó,224947
2021-07-18 02:45,Foster The People,Pumped Up Kicks,239600
2021-07-18 16:43,Olivia Rodrigo,good 4 u,1087
2021-07-18 16:43,Olivia Rodrigo,good 4 u,1620
2021-07-18 16:43,Celia Cruz,Te Busco,4920
2021-07-18 16:43,Celia Cruz,Te Busco,17205
2021-07-18 16:48,Juan Pablo Vega,Nada Personal,281960
2021-07-18 16:51,Olivia Rodrigo,good 4 u,178146
2021-07-18 16:54,Greeicy,Más Fuerte,184760
2021-07-18 16:58,Bajo Kontrol,La Cinta Rosa,246700
2021-07-18 17:01,SAULT,Trap Life,183000
2021-07-18 17:05,Sam Smith,I Feel Love,254453
2021-07-18 17:10,Vantage,50//50,246167
2021-07-18 17:13,Eve,Kaikai Kitan,221426
2021-07-18 17:17,SAULT,London Gangs,206560
2021-07-18 17:21,Anime Project,Sobakasu,252253
2021-07-18 17:25,ORANGE RANGE,*〜アスタリスク〜,255906
2021-07-18 17:29,Cage The Elephant,Come A Little Closer,229346
2021-07-18 17:33,Noisettes,Never Forget You,192213
2021-07-18 17:36,The Weeknd,Blinding Lights,200040
2021-07-18 17:59,Dua Lipa,Levitating,115666
2021-07-18 19:07,Sonora Ponceña,De Que Callada Manera,289410
2021-07-18 19:10,Olivia Rodrigo,good 4 u,178146
2021-07-18 19:14,Vantage,Dancing All Night,235000
2021-07-18 19:17,SAULT,London Gangs,206560
2021-07-18 19:22,Los Bunkers,Nada Nuevo Bajo El Sol,286106
2021-07-18 19:26,León Larregui,Brillas,226186
2021-07-18 19:30,Baby Bash,Suga Suga,239026
2021-07-18 19:34,Los Tres,Un Amor Violento,272520
2021-07-18 19:39,Herencia de Timbiqui,Te Invito,293529
2021-07-18 19:40,La Franela,Hacer un puente,14373
2021-07-18 19:44,La Franela,Hacer un puente,282958
2021-07-18 19:49,Fobia,Vivo,283093
2021-07-18 19:54,Esteman,True Love (feat. Monsieur Periné & Juan Pablo Vega),315859
2021-07-18 19:59,Sonora Ponceña,De Que Callada Manera,289411
2021-07-18 20:04,Herencia de Timbiqui,Te Invito,293530
2021-07-18 20:09,Los Tres,Un Amor Violento,272520
2021-07-18 20:13,Juan Pablo Vega,Nada Personal,281960
2021-07-18 20:19,Night Tempo,Stay with Me - Night Tempo Showa Groove Mix,341747
2021-07-18 20:22,Vantage,Count What You Have Now,179734
2021-07-18 20:22,Olivia Rodrigo,good 4 u,13038
2021-07-18 20:27,Vantage,Dancing,282000
